bucket,top_similarity,row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,best_candidate_similarity,runner_up_similarity,similarity_field_was_mislabeled,auto_flag,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
ambiguous,0.57,03010004:PHYTC-,"African locust bean, Boki, mature seeds, boiled, de-hulled, dried",PHYTC-,69.504628,"Beans, adzuki, mature seeds, cooked, boiled, without salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Beans, adzuki, mature seeds, cooked, boiled, without salt', 'Hyacinth beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.58 similarity) to place confidently",0.58,0.57,YES,,,,,,,,
ambiguous,0.57,03010014:IP6,"African locust bean, pulp, raw",IP6,78.26,AMERICAN PECANS RAW,branded_food,fuzzy,"top two name-search candidates ('AMERICAN PECANS RAW', 'Winged bean leaves, raw') are too textually similar to the source description (0.57 vs 0.53 similarity) to place confidently",0.57,0.53,,,,,,,,,
ambiguous,0.57,03010229:IP3,"Common bean, Ouro branco, seed, pressure-cooked, oven-dried with cooking water",IP3,4.785144000000001,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.56 similarity) to place confidently",0.57,0.56,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010229:IP4,"Common bean, Ouro branco, seed, pressure-cooked, oven-dried with cooking water",IP4,57.4042,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.56 similarity) to place confidently",0.57,0.56,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010229:IP5,"Common bean, Ouro branco, seed, pressure-cooked, oven-dried with cooking water",IP5,327.352928,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.56 similarity) to place confidently",0.57,0.56,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010229:IP6,"Common bean, Ouro branco, seed, pressure-cooked, oven-dried with cooking water",IP6,1027.2810240000001,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.56 similarity) to place confidently",0.57,0.56,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010233:IP3,"Common bean, Perola, seed, pressure-cooked, oven-dried with cooking water",IP3,4.7791380000000006,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010233:IP4,"Common bean, Perola, seed, pressure-cooked, oven-dried with cooking water",IP4,58.645100000000006,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010233:IP5,"Common bean, Perola, seed, pressure-cooked, oven-dried with cooking water",IP5,211.192384,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010233:IP6,"Common bean, Perola, seed, pressure-cooked, oven-dried with cooking water",IP6,865.391604,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010245:IP3,"Common bean, Talismã, seed, pressure-cooked, oven-dried with cooking water",IP3,4.507776,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010245:IP4,"Common bean, Talismã, seed, pressure-cooked, oven-dried with cooking water",IP4,65.2912,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010245:IP5,"Common bean, Talismã, seed, pressure-cooked, oven-dried with cooking water",IP5,240.18217599999997,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010245:IP6,"Common bean, Talismã, seed, pressure-cooked, oven-dried with cooking water",IP6,1021.8162239999998,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.57,03010274:PHYTCPPI,"Cowpea flour, germinated seed, dried",PHYTCPPI,537.526,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Spearmint, dried') are too textually similar to the source description (0.57 vs 0.58 similarity) to place confidently",0.58,0.57,YES,,,,,,,,
ambiguous,0.57,03010301:PHYTCPPI,"Cowpea, boiled",PHYTCPPI,496.1,"Chicken, feet, boiled",sr_legacy_food,fuzzy,"top two name-search candidates ('Chicken, feet, boiled', 'Beets, cooked, boiled, drained') are too textually similar to the source description (0.57 vs 0.50 similarity) to place confidently",0.57,0.5,,PLANT_TO_ANIMAL_SUSPECT,,,,,,,
ambiguous,0.57,03010301:PPI,"Cowpea, boiled",PPI,139.81,"Chicken, feet, boiled",sr_legacy_food,fuzzy,"top two name-search candidates ('Chicken, feet, boiled', 'Beets, cooked, boiled, drained') are too textually similar to the source description (0.57 vs 0.50 similarity) to place confidently",0.57,0.5,,PLANT_TO_ANIMAL_SUSPECT,,,,,,,
ambiguous,0.57,03010375:IPSUM,"Faba bean, Caspar, raw",IPSUM,833.6859999999999,"Beans, fava, in pod, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Beans, fava, in pod, raw', 'Melons, casaba, raw') are too textually similar to the source description (0.57 vs 0.63 similarity) to place confidently",0.63,0.57,YES,,,,,,,,
ambiguous,0.57,03010440:PHYTCPPD,"Gila bean, dehulled, raw",PHYTCPPD,1292.4985,"Winged bean tuber, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean tuber, raw', 'Yardlong bean, raw') are too textually similar to the source description (0.57 vs 0.52 similarity) to place confidently",0.57,0.52,,,,,,,,,
ambiguous,0.57,03010504:PHYTCPPD,"Lima bean, fresh, raw",PHYTCPPD,238.0,BANZOS BLACK BEAN FRESH LIME,branded_food,fuzzy,"top two name-search candidates ('BANZOS BLACK BEAN FRESH LIME', 'Pork, fresh, belly, raw') are too textually similar to the source description (0.57 vs 0.55 similarity) to place confidently",0.57,0.55,,,,,,,,,
ambiguous,0.57,04010081:PHYTCPP,"Bugleweed, raw",PHYTCPP,10.0,"Fireweed, leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Fireweed, leaves, raw', 'Seaweed, agar, raw') are too textually similar to the source description (0.57 vs 0.62 similarity) to place confidently",0.62,0.57,YES,,,,,,,,
ambiguous,0.57,04010124:PHYTCPP,"Colocasia, leaves, green, raw",PHYTCPP,10.0,"Grape leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Grape leaves, raw', 'Lettuce, green leaf, raw') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,,,,,,,,
ambiguous,0.57,04010125:PHYTCPP,"Colocasia, leaves, green, raw",PHYTCPP,14.41,"Grape leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Grape leaves, raw', 'Lettuce, green leaf, raw') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,,,,,,,,
ambiguous,0.57,04010144:PHYTC-,"Floating primrose-willow, leaves, raw",PHYTC-,29.7,"Winged bean leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean leaves, raw', 'Pumpkin leaves, raw') are too textually similar to the source description (0.57 vs 0.50 similarity) to place confidently",0.57,0.5,,LEAFY_GREEN_GARBAGE_BUCKET_SUSPECT,,,,,,,
ambiguous,0.57,04010148:PHYTCPP,"Garden cress, raw",PHYTCPP,16.64,"Cress, garden, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cress, garden, raw', 'GARDEN CREAM WAFERS') are too textually similar to the source description (0.57 vs 0.61 similarity) to place confidently",0.61,0.57,YES,,,,,,,,
ambiguous,0.57,04010176:PHYTCPPD,"Moonseed, leaves, water-washed, raw",PHYTCPPD,5.74,"Fireweed, leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Fireweed, leaves, raw', 'Winged bean leaves, raw') are too textually similar to the source description (0.57 vs 0.52 similarity) to place confidently",0.57,0.52,,,,,,,,,
ambiguous,0.57,04010225:PHYTCPP,"Sicklepod, leaves, washed, raw",PHYTCPP,9.323,"Winged bean leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean leaves, raw', 'Taro leaves, raw') are too textually similar to the source description (0.57 vs 0.57 similarity) to place confidently",0.57,0.57,,,,,,,,,
ambiguous,0.57,04030057:PP-,"Grass pea, Krab, maturity stage II, raw",PP-,59.2,"Pigeon peas (red gram), mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pigeon peas (red gram), mature seeds, raw', 'Peas, green, split, mature seeds, raw') are too textually similar to the source description (0.57 vs 0.55 similarity) to place confidently",0.57,0.55,,,,,,,,,
ambiguous,0.57,04030058:PP-,"Grass pea, Krab, maturity stage III, raw",PP-,82.2,"Pigeon peas (red gram), mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pigeon peas (red gram), mature seeds, raw', 'Peas, green, split, mature seeds, raw') are too textually similar to the source description (0.57 vs 0.55 similarity) to place confidently",0.57,0.55,,,,,,,,,
ambiguous,0.57,04030060:PP-,"Grass pea, Krab, maturity stage VI, raw",PP-,98.0,"Pigeon peas (red gram), mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pigeon peas (red gram), mature seeds, raw', 'Peas, green, split, mature seeds, raw') are too textually similar to the source description (0.57 vs 0.55 similarity) to place confidently",0.57,0.55,,,,,,,,,
ambiguous,0.57,05010017:PHYTCPP,"Mango, Neelam, ripe, raw",PHYTCPP,79.49,"Mangos, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mangos, raw', 'Mango, Ataulfo, peeled, raw') are too textually similar to the source description (0.57 vs 0.63 similarity) to place confidently",0.63,0.57,YES,,,,,,,,
ambiguous,0.57,05010018:PHYTCPP,"Mango, Paheri, ripe, raw",PHYTCPP,81.12,"Mangos, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mangos, raw', 'Mango, Ataulfo, peeled, raw') are too textually similar to the source description (0.57 vs 0.67 similarity) to place confidently",0.67,0.57,YES,,,,,,,,
ambiguous,0.57,05020076:PHYTC-,"Velvet tamarind, fruit pulp, raw",PHYTC-,1.3,"Tamarinds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Tamarinds, raw', 'PALEBOLA NATURAL TAMARIND FRUIT CANDY') are too textually similar to the source description (0.57 vs 0.58 similarity) to place confidently",0.58,0.57,YES,,,,,,,,
ambiguous,0.57,05020083:PHYTCPP,"Zizyphus, raw",PHYTCPP,85.6,"Yam, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Yam, raw', 'Asparagus, raw') are too textually similar to the source description (0.57 vs 0.59 similarity) to place confidently",0.59,0.57,YES,,,,,,,,
ambiguous,0.57,06010047:PHYTCPPI,"Conophor nut, seed, dried",PHYTCPPI,1538.1270000000002,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Seeds, breadnut tree seeds, dried') are too textually similar to the source description (0.57 vs 0.55 similarity) to place confidently",0.57,0.55,,,,,,,,,
ambiguous,0.57,14010003:PHYTCPPD,"Biscuit, muesli biscuit",PHYTCPPD,493.0,"KFC, biscuit",sr_legacy_food,fuzzy,"top two name-search candidates ('KFC, biscuit', 'SLIM BISCUITS') are too textually similar to the source description (0.57 vs 0.61 similarity) to place confidently",0.61,0.57,YES,,,,,,,,
ambiguous,0.57,15010035:PHYTCPP,"Clove, seedcoat, dried",PHYTCPP,2521.632,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Seeds, lotus seeds, dried') are too textually similar to the source description (0.57 vs 0.60 similarity) to place confidently",0.6,0.57,YES,,,,,,,,
ambiguous,0.57,15010042:PHYTCPPI,"Cumin, seeds, dried, powdered",PHYTCPPI,823.328,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Seeds, lotus seeds, dried') are too textually similar to the source description (0.57 vs 0.52 similarity) to place confidently",0.57,0.52,,,,,,,,,
ambiguous,0.57,15010050:PHYTCPPI,"Fenugreek seed, Pusa, dried",PHYTCPPI,507.61660000000006,"Spices, fenugreek seed",sr_legacy_food,fuzzy,"top two name-search candidates ('Spices, fenugreek seed', 'Seeds, chia seeds, dried') are too textually similar to the source description (0.57 vs 0.59 similarity) to place confidently",0.59,0.57,YES,,,,,,,,
ambiguous,0.57,16010005:PHYTCPP,"Baby food, commercially produced (brown rice, vegetables)",PHYTCPP,82.0,"Babyfood, vegetable and brown rice, strained",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, vegetable and brown rice, strained', 'Goya Foods, Inc. INSTANT BROWN RICE WITH VEGETABLES') are too textually similar to the source description (0.57 vs 0.61 similarity) to place confidently",0.61,0.57,YES,,,,,,,,
ambiguous,0.57,19020044:PHYTCPPD,"Rice, cooked with lentils",PHYTCPPD,42.044,"Wild rice, cooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Wild rice, cooked', 'Lentils, sprouted, cooked, stir-fried, with salt') are too textually similar to the source description (0.57 vs 0.49 similarity) to place confidently",0.57,0.49,,,,,,,,,
ambiguous,0.56,01030107:IP4,"Crispbread, wheat-based",IP4,45.0,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030107:IP5,"Crispbread, wheat-based",IP5,81.2,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030107:IP6,"Crispbread, wheat-based",IP6,303.59999999999997,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030108:IP3,"Crispbread, wheat-based",IP3,84.0,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030108:IP4,"Crispbread, wheat-based",IP4,135.0,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030108:IP5,"Crispbread, wheat-based",IP5,58.0,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030108:IP6,"Crispbread, wheat-based",IP6,79.2,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030109:IP4,"Crispbread, wheat-based",IP4,50.0,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030109:IP5,"Crispbread, wheat-based",IP5,116.0,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01030109:IP6,"Crispbread, wheat-based",IP6,435.6,"Bread, cracked-wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, cracked-wheat', 'CRACKED WHEAT BREAD') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01040062:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, fermented, boiled, dried",PHYTCPPI,157.86068,"Sorghum flour, whole-grain",sr_legacy_food,fuzzy,"top two name-search candidates ('Sorghum flour, whole-grain', 'Sorghum, whole grain, white, dry, raw') are too textually similar to the source description (0.56 vs 0.56 similarity) to place confidently",0.56,0.56,,,,,,,,,
ambiguous,0.56,01060043:PPI,"Barley, PLPA, whole grain, raw",PPI,54.96,"Raley's WHOLE GRAIN PENNE, WHOLE GRAIN",branded_food,fuzzy,"top two name-search candidates (""Raley's WHOLE GRAIN PENNE, WHOLE GRAIN"", ""Raley's WHOLE GRAIN PENNE"") are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,01060044:PPI,"Barley, PLPB, whole grain, raw",PPI,137.1,"Raley's WHOLE GRAIN PENNE, WHOLE GRAIN",branded_food,fuzzy,"top two name-search candidates (""Raley's WHOLE GRAIN PENNE, WHOLE GRAIN"", ""Raley's WHOLE GRAIN PENNE"") are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,02050026:IP6,"Turnip, microwaved for 30 sec",IP6,1.59,"Bacon, turkey, microwaved",sr_legacy_food,fuzzy,"top two name-search candidates ('Bacon, turkey, microwaved', 'Beans, snap, green, microwaved') are too textually similar to the source description (0.56 vs 0.47 similarity) to place confidently",0.56,0.47,,,,,,,,,
ambiguous,0.56,02050027:IP6,"Turnip, microwaved for 45 sec",IP6,1.37,"Bacon, turkey, microwaved",sr_legacy_food,fuzzy,"top two name-search candidates ('Bacon, turkey, microwaved', 'Beans, snap, green, microwaved') are too textually similar to the source description (0.56 vs 0.47 similarity) to place confidently",0.56,0.47,,,,,,,,,
ambiguous,0.56,02050028:IP6,"Turnip, microwaved for 60 sec",IP6,1.0,"Bacon, turkey, microwaved",sr_legacy_food,fuzzy,"top two name-search candidates ('Bacon, turkey, microwaved', 'Beans, snap, green, microwaved') are too textually similar to the source description (0.56 vs 0.47 similarity) to place confidently",0.56,0.47,,,,,,,,,
ambiguous,0.56,03010003:PHYTC-,"African faba bean, seed, roasted",PHYTC-,285.06,"Seeds, breadfruit seeds, roasted",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, breadfruit seeds, roasted', ""Raley's BEAN AND ROASTED CORN SALAD"") are too textually similar to the source description (0.56 vs 0.48 similarity) to place confidently",0.56,0.48,,,,,,,,,
ambiguous,0.56,03010007:PHYTC-,"African locust bean, Obanliku, mature seeds, boiled, de-hulled, dried",PHYTC-,48.033178,"Hyacinth beans, mature seeds, cooked, boiled, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Hyacinth beans, mature seeds, cooked, boiled, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.56 vs 0.54 similarity) to place confidently",0.56,0.54,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.56,03010093:PHYTCPPI,"Bengal gram, brown, dehulled, raw",PHYTCPPI,1185.36,"Gravy, brown, dry",sr_legacy_food,fuzzy,"top two name-search candidates ('Gravy, brown, dry', 'Rice, brown, long grain, unenriched, raw') are too textually similar to the source description (0.56 vs 0.52 similarity) to place confidently",0.56,0.52,,,,,,,,,
ambiguous,0.56,03010199:IP3,"Common bean, BRS Radiante, seed, pressure-cooked, oven-dried with cooking water",IP3,5.376,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.56 vs 0.56 similarity) to place confidently",0.56,0.56,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.56,03010199:IP4,"Common bean, BRS Radiante, seed, pressure-cooked, oven-dried with cooking water",IP4,57.6,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.56 vs 0.56 similarity) to place confidently",0.56,0.56,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.56,03010199:IP5,"Common bean, BRS Radiante, seed, pressure-cooked, oven-dried with cooking water",IP5,207.87200000000004,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.56 vs 0.56 similarity) to place confidently",0.56,0.56,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.56,03010199:IP6,"Common bean, BRS Radiante, seed, pressure-cooked, oven-dried with cooking water",IP6,962.5440000000001,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Winged beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.56 vs 0.56 similarity) to place confidently",0.56,0.56,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.56,03010312:PPI,"Cowpea, CL367, germinated, microwaved",PPI,72.01305,"Pork, cured, bacon, cooked, microwaved",sr_legacy_food,fuzzy,"top two name-search candidates ('Pork, cured, bacon, cooked, microwaved', 'Beans, snap, green, microwaved') are too textually similar to the source description (0.56 vs 0.63 similarity) to place confidently",0.63,0.56,YES,PLANT_TO_ANIMAL_SUSPECT,,,,,,,
ambiguous,0.56,03010370:PHYTCPP,"Faba bean, Aguadulce, whole seed, raw",PHYTCPP,637.58,"Beans, white, mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Beans, white, mature seeds, raw', 'Winged beans, mature seeds, raw') are too textually similar to the source description (0.56 vs 0.59 similarity) to place confidently",0.59,0.56,YES,,,,,,,,
ambiguous,0.56,03010418:IPSUM,"Faba bean, Tinos, raw",IPSUM,940.22,"Winged bean tuber, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean tuber, raw', 'Beans, fava, in pod, raw') are too textually similar to the source description (0.56 vs 0.62 similarity) to place confidently",0.62,0.56,YES,,,,,,,,
ambiguous,0.56,03010551:PHYTCPPD,"Mucuna, var. utilis, seed, mature, sun-dried, raw",PHYTCPPD,808.2,"Mung beans, mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mung beans, mature seeds, raw', 'Mungo beans, mature seeds, raw') are too textually similar to the source description (0.56 vs 0.56 similarity) to place confidently",0.56,0.56,,,,,,,,,
ambiguous,0.56,03010554:IP5,Mung bean flour,IP5,135.64800000000002,ORGANIC MUNG BEAN,branded_food,fuzzy,"top two name-search candidates ('ORGANIC MUNG BEAN', 'PRODUCTOS MAYA LIMA BEAN FLOUR') are too textually similar to the source description (0.56 vs 0.53 similarity) to place confidently",0.56,0.53,,,,,,,,,
ambiguous,0.56,03010554:IP6,Mung bean flour,IP6,407.88599999999997,ORGANIC MUNG BEAN,branded_food,fuzzy,"top two name-search candidates ('ORGANIC MUNG BEAN', 'PRODUCTOS MAYA LIMA BEAN FLOUR') are too textually similar to the source description (0.56 vs 0.53 similarity) to place confidently",0.56,0.53,,,,,,,,,
ambiguous,0.56,03010554:IP5_A_IP6,Mung bean flour,IP5_A_IP6,543.534,ORGANIC MUNG BEAN,branded_food,fuzzy,"top two name-search candidates ('ORGANIC MUNG BEAN', 'PRODUCTOS MAYA LIMA BEAN FLOUR') are too textually similar to the source description (0.56 vs 0.53 similarity) to place confidently",0.56,0.53,,,,,,,,,
ambiguous,0.56,03010564:PPI,"Mung bean, ML-613, raw, dehulled",PPI,119.226,"Mung beans, mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mung beans, mature seeds, raw', 'Mung beans, mature seeds, sprouted, raw') are too textually similar to the source description (0.56 vs 0.48 similarity) to place confidently",0.56,0.48,,,,,,,,,
ambiguous,0.56,03010641:PHYTCPPD,"Rice bean, Beziamah, seeds, light brown, raw",PHYTCPPD,1939.98,RECESELECT LIGHT BROWN RICE,branded_food,fuzzy,"top two name-search candidates ('RECESELECT LIGHT BROWN RICE', 'Specialty Rice Inc LIGHT BROWN RICE') are too textually similar to the source description (0.56 vs 0.51 similarity) to place confidently",0.56,0.51,,,,,,,,,
