row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_confidence,rationale,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
04010008:PHYT-,"Amaranth globe, AKS-33-EKPENE EDIENE x ABS-38-AWKA, dried",PHYT-,2.0460000000000003,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: AKS-33-EKPENE EDIENE x ABS-38-AWKA), each carrying a distinct phytate value (2.0460000000000003) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
04010012:PHYT-,"Amaranth globe, EBS-15-NKALAGU x ABS-38-AKWA, dried",PHYT-,3.088,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: EBS-15-NKALAGU x ABS-38-AKWA), each carrying a distinct phytate value (3.088) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
04010014:PHYT-,"Amaranth globe, EBS-15-NKALAGU x AKS-33-EKPENE EDIENE, dried",PHYT-,4.482,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: EBS-15-NKALAGU x AKS-33-EKPENE EDIENE), each carrying a distinct phytate value (4.482) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
04010016:PHYT-,"Amaranth globe, EBS-15-NKALAGU x IMS-20-NJIABA, dried",PHYT-,5.9245,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: EBS-15-NKALAGU x IMS-20-NJIABA), each carrying a distinct phytate value (5.9245) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
04010022:PHYT-,"Amaranth globe, ENS-08-MBU x AKS-33-EKPENE EDIENE, dried",PHYT-,1.422,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: ENS-08-MBU x AKS-33-EKPENE EDIENE), each carrying a distinct phytate value (1.422) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
04010024:PHYT-,"Amaranth globe, ENS-08-MBU x EBS-15-NKALAGU, dried",PHYT-,4.4275,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: ENS-08-MBU x EBS-15-NKALAGU), each carrying a distinct phytate value (4.4275) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
04010026:PHYT-,"Amaranth globe, ENS-08-MBU x IMS-20-NJIABA, dried",PHYT-,4.4159999999999995,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: ENS-08-MBU x IMS-20-NJIABA), each carrying a distinct phytate value (4.4159999999999995) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
04010030:PHYT-,"Amaranth globe, IMS-20-NJIABA x ABS-38-AWKA, dried",PHYT-,3.2445,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: IMS-20-NJIABA x ABS-38-AWKA), each carrying a distinct phytate value (3.2445) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
04010032:PHYT-,"Amaranth globe, IMS-20-NJIABA x AKS-33-EKPENE EDIENE, dried",PHYT-,4.2405,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entries exist (""Amaranth grain, cooked/uncooked"", ""Flour, amaranth"", ""Amaranth leaves..."") but this row is one of 9 specific breeding-line crosses (this cross: IMS-20-NJIABA x AKS-33-EKPENE EDIENE), each carrying a distinct phytate value (4.2405) -- exactly the cultivar-level distinction this dataset exists to preserve. Collapsing any of the 9 onto one generic amaranth food id would conflate 9 different research values into one FDC entry. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists."
08010002:PHYT-,Insect larva,PHYT-,1.02,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"No FDC entry for insect/larva foods at all -- ""insect"" and ""larva"" both return zero hits catalog-wide, not just for this description. Genuinely unmatchable, not a pipeline miss. DRAFT -- confirm before sign-off."
