row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_relationship,match_confidence,rationale,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
05020079:PHYTCPP,"Watermelon, pale green, raw",PHYTCPP,0.47,"Watermelon, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Watermelon, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Watermelon, raw",,category_estimate,Paul S,16/08/2026,Same as above.
05020080:PHYTCPP,"Watermelon, ripe, raw",PHYTCPP,10.0,"Watermelon, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Watermelon, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Watermelon, raw",,category_estimate,Paul S,16/08/2026,Same as above.
05020081:PHYTCPP,"Wood apple, raw",PHYTCPP,101.0,"Rose-apples, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Rose-apples, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Wood apple (Limonia acidissima) is completely different from Rose apple (Syzygium) -- wrong species despite the shared ""apple"" suffix.",,Paul S,16/08/2026,
05030007:PHYTCPP,"Raisins, golden",PHYTCPP,20.12,"Raisins, golden, seedless",sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,"Raisins, golden, seedless",,category_estimate,Paul S,16/08/2026,Seedless is a reasonable default assumption for raisins.
06010017:PHYTCPP,"Amaranth, seed, black, raw",PHYTCPP,393.0,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is the SEED/grain; candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
06010018:PHYTCPP,"Amaranth, seed, pale brown, raw",PHYTCPP,341.0,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Same wrong-plant-part mismatch (seed vs leaves).,,Paul S,16/08/2026,
06010021:PHYTCPP,"Arecanut, red, dried",PHYTCPP,403.0,"Nuts, acorns, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Nuts, acorns, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Areca nut (Areca catechu) is a completely different species from acorns (Quercus) -- wrong species, coincidental ""-nut""/""acorn"" word.",,Paul S,16/08/2026,
06010030:PHYTCPP,"Blue palo verde, seed, raw",PHYTCPP,715.4656,"Pawpaw, peeled, seeded, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Pawpaw, peeled, seeded, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"A desert-tree seed vs PAWPAW fruit -- wrong category entirely, coincidental ""seeded"" word.",,Paul S,16/08/2026,
06010036:PHYTCPPI,"Cashew nut, raw",PHYTCPPI,290.0,"Nuts, cashew nuts, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, cashew nuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Nuts, cashew nuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010037:PHYTC-,"Cashew nut, raw",PHYTC-,604.8,"Nuts, cashew nuts, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, cashew nuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Nuts, cashew nuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010038:PHYTCPP,"Cashew nut, raw",PHYTCPP,929.0,"Nuts, cashew nuts, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, cashew nuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Nuts, cashew nuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010041:PP-,"Chicory, seed flour, defatted",PP-,41.90599999999999,"Soy flour, defatted",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Chicory seed vs SOY -- wrong species entirely; ""defatted"" processing matches but species is wrong.",,Paul S,16/08/2026,
06010051:PHYTCPP,"Desert sweet acacia, seed, raw",PHYTCPP,233.65589999999997,"Peppers, sweet, red, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peppers, sweet, red, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"A tree seed vs actual PEPPERS -- wrong category entirely, coincidental ""sweet"" word.",,Paul S,16/08/2026,
06010052:PHYTCPPD,"Egusi melon, seed, dehulled, dried",PHYTCPPD,2130.3,"Seeds, watermelon seed kernels, dried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Egusi melon is a different species from watermelon -- established ""watermelon seed kernels"" garbage-bucket mismatch pattern.",,Paul S,16/08/2026,
06010053:PHYTCPP,"Feather tree, seed, raw",PHYTCPP,134.7012,"Seeds, breadnut tree seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Seeds, breadnut tree seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Different tree species -- established ""breadnut tree seeds"" garbage-bucket mismatch pattern.",,Paul S,16/08/2026,
06010062:PHYTCPPI,"Golden shower, seed flour, dehulled, defatted",PHYTCPPI,198.05100000000002,"Seeds, sunflower seed flour, partially defatted",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Golden shower (Cassia fistula) vs SUNFLOWER -- wrong species; also fully-defatted vs partially-defatted processing-degree mismatch.,,Paul S,16/08/2026,
06010072:PHYT-,"Groundnut, dried",PHYT-,2110.0,"Nuts, ginkgo nuts, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Nuts, ginkgo nuts, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Peanut vs GINKGO NUT -- wrong species entirely, coincidental generic ""dried""/""nut"" overlap.",,Paul S,16/08/2026,
06010073:PHYTCPPI,"Groundnut, fresh, raw",PHYTCPPI,590.0,"Pork, fresh, ground, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Pork, fresh, ground, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Peanut (a plant) vs PORK (ground meat) -- wrong category entirely, coincidental ""ground(nut)""/""ground (pork)"" word overlap, same pattern as the Bambara/lamb mismatches.",,Paul S,16/08/2026,
06010083:PHYT-,"Jackfruit, seed, raw",PHYT-,110.0,"Jackfruit, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Jackfruit, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Established wrong-plant-part, seed vs flesh.",,Paul S,16/08/2026,
06010089:PHYTCPP,"Linseed, raw",PHYTCPP,1859.0,"Limes, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Limes, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Linseed (flaxseed) vs LIMES -- wrong category entirely, coincidental ""Lin-""/""Lim-"" prefix.",,Paul S,16/08/2026,
06010098:PHYTCPPI,"Macadamia nut, raw",PHYTCPPI,150.0,"Nuts, macadamia nuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, macadamia nuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Nuts, macadamia nuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010099:PHYT-,"Macadamia nuts, raw",PHYT-,1310.0,"Nuts, macadamia nuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, macadamia nuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Nuts, macadamia nuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010118:IP6,"Monkey-bread, seed, dried",IP6,4657.85,"Seeds, breadnut tree seeds, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Seeds, breadnut tree seeds, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"""Monkey-bread"" is a common name for baobab (Adansonia), a different species from breadnut (Brosimum/Artocarpus).",,Paul S,16/08/2026,
06010119:PHYTCPPD,"Musk melon, seed, dehulled, dried",PHYTCPPD,2519.0200000000004,"Seeds, watermelon seed kernels, dried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Musk melon/cantaloupe is a different species from watermelon -- established garbage-bucket mismatch pattern.,,Paul S,16/08/2026,
06010120:PHYTCPP,"Mustard, seed, raw",PHYTCPP,132.0,"Mustard greens, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Mustard greens, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"SEED vs GREENS/leaves -- wrong plant part, established pattern.",,Paul S,16/08/2026,
06010123:PHYTCPP,"Niger seed, gray, raw",PHYTCPP,1709.0,"Grapes, red, seedless, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Grapes, red, seedless, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Niger seed (Guizotia abyssinica, an oilseed) vs GRAPES -- wrong category entirely.",,Paul S,16/08/2026,
06010127:IP6,"Peanut, raw",IP6,1994.652,"Peanuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peanuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Peanuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010139:IP5,"Peanut, raw",IP5,139.356,"Peanuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peanuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Peanuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010139:IP5_A_IP6,"Peanut, raw",IP5_A_IP6,771.672,"Peanuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peanuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Peanuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010139:IP6,"Peanut, raw",IP6,632.316,"Peanuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peanuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Peanuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010140:PHYTC-,"Peanut, raw",PHYTC-,987.0,"Peanuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peanuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Peanuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010141:IP6,"Peanut, raw",IP6,0.33,"Peanuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peanuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Peanuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010144:PHYTCPPI,"Peanut, Virginia VA 98R, raw",PHYTCPPI,170.0,"Peanuts, virginia, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peanuts, virginia, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Peanuts, virginia, raw",,category_estimate,Paul S,16/08/2026,"Cultivar-specific, Virginia-type generic reasonable match."
06010146:PHYTCPPI,"Pecan nut, Desirable, raw",PHYTCPPI,180.0,"Nuts, pecans, halves, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, pecans, halves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Nuts, pecans, halves, raw",,category_estimate,Paul S,16/08/2026,"Cultivar-specific, generic pecan halves reasonable, form detail a minor caveat."
06010150:PHYTCPPI,"Pine nut, raw",PHYTCPPI,200.0,"Nuts, pine nuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, pine nuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Nuts, pine nuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010151:PHYTCPP,"Pine nut, raw",PHYTCPP,883.0,"Nuts, pine nuts, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, pine nuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Nuts, pine nuts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
06010155:IP6,"Poppy seed, McCormick",IP6,75.0,"Spices, poppy seed",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Spices, poppy seed",,category_estimate,Paul S,16/08/2026,"Brand not captured, category correct."
06010172:PHYTCPPD,"Squash gourd, seed, dehulled, dried",PHYTCPPD,1901.988,"Seeds, pumpkin and squash seed kernels, dried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Seeds, pumpkin and squash seed kernels, dried",,category_estimate,Paul S,16/08/2026,"Same family, reasonable match."
06010175:PHYTCPPI,"Ukpo, seed, boiled",PHYTCPPI,173.6261,"Seeds, breadfruit seeds, boiled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"""Ukpo"" is a different species from breadfruit -- same ""breadfruit seeds"" garbage-bucket pattern established for Achi/Ofo/African oil bean.",,Paul S,16/08/2026,
06010177:PHYTCPPD,"Umbrella thorn, seed, raw",PHYTCPPD,2348.56,"Seeds, breadnut tree seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Seeds, breadnut tree seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Umbrella thorn (Vachellia tortilis, an acacia) vs breadnut tree -- wrong species, established garbage-bucket-ish pattern.",,Paul S,16/08/2026,
06010184:PHYT-,"Water melon, seed, dried",PHYT-,970.0,"Seeds, watermelon seed kernels, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Seeds, watermelon seed kernels, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Seeds, watermelon seed kernels, dried",,category_estimate,Paul S,16/08/2026,"Genuinely watermelon seed matched to watermelon seed -- correct, unlike the many unrelated-species mismatches to this same candidate elsewhere in this review."
06010193:PHYTCPP,"Wattle seed, Saligna, raw",PHYTCPP,90.4,"Seaweed, wakame, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Seaweed, wakame, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"A tree seed (Acacia saligna) vs SEAWEED -- wrong category entirely, coincidental ""Wattle""/""Wakame"" phonetic similarity.",,Paul S,16/08/2026,
11010001:PHYTCPPI,"Milk, breastmilk, raw",PHYTCPPI,0.0,"Quail, breast, meat only, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Quail, breast, meat only, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Human breastmilk vs QUAIL BREAST MEAT -- wrong category entirely, coincidental ""breast"" word.",,Paul S,16/08/2026,
13050001:PHYTC-,"Beverage powder, Soygen",PHYTC-,819.0,"Beverages, Protein powder soy based",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Beverages, Protein powder soy based",,category_estimate,Paul S,16/08/2026,Soygen is a historical soy-based beverage/protein product -- reasonable category match.
14030006:PHYTC-,"Snackbar, Granny's, ""all fruits"", Granny's",PHYTC-,539.5,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",,category_estimate,Paul S,16/08/2026,"Reasonable category match, brand differs but fruit/nut bar category correct."
14030010:PHYTC-,"Snackbar, Granny's, ""mixed fruit and nuts"", Granny's",PHYTC-,481.0,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",,category_estimate,Paul S,16/08/2026,Same reasonable category match.
14030012:PHYTC-,"Snackbar, nuts and oats, Nutoata",PHYTC-,418.5,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"""Nuts and oats"" (no fruit) vs a ""FRUIT AND NUT"" bar -- compositional mismatch, fruit component not in source.",,Paul S,16/08/2026,
15010001:PHYTCPP,"African basil (scent leaves), dried",PHYTCPP,3.9,"Spices, basil, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Spices, basil, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Spices, basil, dried",,category_estimate,Paul S,16/08/2026,African basil (Ocimum gratissimum) is a real basil-genus species -- reasonable category estimate.
15010003:PHYTC-,"African basil, dried",PHYTC-,0.3,"Spices, basil, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Spices, basil, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Spices, basil, dried",,category_estimate,Paul S,16/08/2026,Same reasonable category estimate.
15010008:PHYTCPP,"African pepper seed, dried",PHYTCPP,782.808,"Spices, pepper, black",sr_legacy_food,close_analogue,0.95,"name-matched at confidence 0.95, but preparation state/moisture basis alignment could not be confirmed automatically",reject,,"""African pepper"" often refers to a different plant genus (e.g. grains of Selim) than true black pepper (Piper nigrum) -- same genus-uncertainty caution as the ""Alligator pepper"" mismatch elsewhere in this review.",,Paul S,16/08/2026,
15010018:PHYTCPP,"Cardamom, black, dried",PHYTCPP,670.0,"Nuts, walnuts, black, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Nuts, walnuts, black, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"A spice (Amomum subulatum) vs WALNUTS -- wrong category entirely, coincidental ""black, dried"" word overlap.",,Paul S,16/08/2026,
15010059:PHYTCPP,"Garlic, small clove, raw",PHYTCPP,35.43,"Garlic, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Garlic, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Garlic, raw",,category_estimate,Paul S,16/08/2026,Clean match.
15010061:PHYTCPP,"Ginger, fresh, raw",PHYTCPP,14.5,"Ginger root, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Ginger root, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Ginger root, raw",,category_estimate,Paul S,16/08/2026,Clean match.
15010075:PHYTCPP,"Parsley, raw",PHYTCPP,54.32,"Parsnips, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Parsnips, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Parsley (an herb/leafy green) vs parsnip (a root vegetable) -- different plant entirely, coincidental ""Pars-"" name-prefix overlap.",,Paul S,16/08/2026,
16010012:PHYTCPPI,"Baby food, commercially produced (rice, groundnut)",PHYTCPPI,0.032215,"Babyfood, cereal, rice, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",approve,"Babyfood, cereal, rice, dry fortified",,category_estimate,Paul S,16/08/2026,Rice explicitly stated and correctly matched; groundnut/peanut component not captured by a single-nutrient cereal candidate but the grain-cereal component is right.
16010038:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,598.17,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010040:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,508.346,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010041:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,535.34,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010042:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,303.18,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010043:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,107.068,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010044:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,560.978,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010045:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,561.974,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010046:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,433.92,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010047:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,408.96,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010048:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,441.005,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010050:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,580.32,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010051:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,465.192,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010052:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,142.416,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
16010053:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,215.698,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv and review_6_accepted_sample.csv. Replaced with the mixed-grain generic for consistency.
