row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_confidence,rationale,auto_flag,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
06010023:PHYTCPPD,"Baobab, seed, raw",PHYTCPPD,73.0,"Seeds, lotus seeds, raw",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, lotus seeds, raw' [selected], 'Seeds, breadfruit seeds, raw') are too textually similar to the source description (selected candidate similarity: 0.55; runner-up similarity: 0.53; best candidate similarity: 0.55, held by 'Seeds, lotus seeds, raw') to place confidently",,reject,,"Candidate (""Seeds, lotus seeds, raw"") shares no significant word with the source genus (""Baobab"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010024:PHYTCPP,"Barberry, seed, raw",PHYTCPP,0.9909000000000002,"Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY",branded_food,0.4,"top two name-search candidates (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"" [selected], ""Blake's Seed Based RASPBERRY SNACK BARS, RASPBERRY"") are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.41; best candidate similarity: 0.41, held by ""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") to place confidently",,reject,,"Candidate (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") shares no significant word with the source genus (""Barberry"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010025:PHYTCPP,"Barberry, seed, raw",PHYTCPP,1.1319,"Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY",branded_food,0.4,"top two name-search candidates (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"" [selected], ""Blake's Seed Based RASPBERRY SNACK BARS, RASPBERRY"") are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.41; best candidate similarity: 0.41, held by ""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") to place confidently",,reject,,"Candidate (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") shares no significant word with the source genus (""Barberry"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010026:PHYTCPP,"Barberry, seed, raw",PHYTCPP,0.8206,"Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY",branded_food,0.4,"top two name-search candidates (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"" [selected], ""Blake's Seed Based RASPBERRY SNACK BARS, RASPBERRY"") are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.41; best candidate similarity: 0.41, held by ""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") to place confidently",,reject,,"Candidate (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") shares no significant word with the source genus (""Barberry"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010027:PHYTCPP,"Barberry, seed, raw",PHYTCPP,2.3779999999999997,"Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY",branded_food,0.4,"top two name-search candidates (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"" [selected], ""Blake's Seed Based RASPBERRY SNACK BARS, RASPBERRY"") are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.41; best candidate similarity: 0.41, held by ""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") to place confidently",,reject,,"Candidate (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") shares no significant word with the source genus (""Barberry"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010028:PHYTCPP,"Barberry, seed, raw",PHYTCPP,2.9106000000000005,"Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY",branded_food,0.4,"top two name-search candidates (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"" [selected], ""Blake's Seed Based RASPBERRY SNACK BARS, RASPBERRY"") are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.41; best candidate similarity: 0.41, held by ""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") to place confidently",,reject,,"Candidate (""Blake's Seed Based RASPBERRY SNACK BAR, RASPBERRY"") shares no significant word with the source genus (""Barberry"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010031:PHYTCPPD,"Bottle gourd, seed, dehulled, dried",PHYTCPPD,2026.6950000000002,"Kanpyo, (dried gourd strips)",sr_legacy_food,0.65,"top two name-search candidates ('Kanpyo, (dried gourd strips)' [selected], 'Seeds, chia seeds, dried') are too textually similar to the source description (selected candidate similarity: 0.38; runner-up similarity: 0.47; best candidate similarity: 0.47, held by 'Seeds, chia seeds, dried') — note: the selected candidate is NOT the highest-similarity one; 'Seeds, chia seeds, dried' scored higher to place confidently",,reject,,"SEED vs FLESH STRIPS (kanpyo is dried gourd flesh, not seeds) -- wrong plant part.",,Paul S,16/08/2026,
06010032:PHYTCPPI,"Brazil nut, raw",PHYTCPPI,190.0,"Nuts, brazilnuts, raw",foundation_food,0.65,"top two name-search candidates ('Nuts, brazilnuts, raw' [selected], 'AMERICAN BRAZIL NUTS RAW') are too textually similar to the source description (selected candidate similarity: 0.78; runner-up similarity: 0.72; best candidate similarity: 0.78, held by 'Nuts, brazilnuts, raw') to place confidently",,approve,"Nuts, brazilnuts, raw",,category_estimate,Paul S,16/08/2026,Clean match.
06010033:PHYTCPPD,"Bread fruit, african, seed, raw",PHYTCPPD,0.6991239999999999,"Seeds, breadfruit seeds, raw",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, breadfruit seeds, raw' [selected], 'Breadfruit, raw') are too textually similar to the source description (selected candidate similarity: 0.68; runner-up similarity: 0.65; best candidate similarity: 0.68, held by 'Seeds, breadfruit seeds, raw') to place confidently",,reject,,"Candidate (""Seeds, breadfruit seeds, raw"") shares no significant word with the source genus (""Bread fruit"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010035:PP-,"Broad-leaf privet, seed flour, defatted",PP-,22.378199999999996,"Soy flour, defatted",sr_legacy_food,0.65,"top two name-search candidates ('Soy flour, defatted' [selected], 'Flour, soy, defatted') are too textually similar to the source description (selected candidate similarity: 0.59; runner-up similarity: 0.51; best candidate similarity: 0.59, held by 'Soy flour, defatted') to place confidently",,reject,,"Candidate (""Soy flour, defatted"") shares no significant word with the source genus (""Broad-leaf privet"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010040:PP-,"Cat's ear, seed flour, defatted",PP-,98.80720000000001,"Soy flour, defatted",sr_legacy_food,0.65,"top two name-search candidates ('Soy flour, defatted' [selected], 'Flour, soy, defatted') are too textually similar to the source description (selected candidate similarity: 0.68; runner-up similarity: 0.59; best candidate similarity: 0.68, held by 'Soy flour, defatted') to place confidently",,reject,,"Candidate (""Soy flour, defatted"") shares no significant word with the source genus (""Cat's ear"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010042:PP-,"Chinese privet, seed flour, defatted",PP-,8.1685,"Soy flour, defatted",sr_legacy_food,0.65,"top two name-search candidates ('Soy flour, defatted' [selected], 'Flour, soy, defatted') are too textually similar to the source description (selected candidate similarity: 0.62; runner-up similarity: 0.54; best candidate similarity: 0.62, held by 'Soy flour, defatted') to place confidently",,reject,,"Candidate (""Soy flour, defatted"") shares no significant word with the source genus (""Chinese privet"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010044:PHYTC-,"Colocynth, seed, cooked, oven-dried",PHYTC-,441.048,"Seeds, chia seeds, dried",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, chia seeds, dried' [selected], 'Seeds, lotus seeds, dried') are too textually similar to the source description (selected candidate similarity: 0.47; runner-up similarity: 0.50; best candidate similarity: 0.50, held by 'Seeds, lotus seeds, dried') — note: the selected candidate is NOT the highest-similarity one; 'Seeds, lotus seeds, dried' scored higher to place confidently",,reject,,"Candidate (""Seeds, chia seeds, dried"") shares no significant word with the source genus (""Colocynth"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010045:PHYTC-,"Colocynth, seed, raw",PHYTC-,599.424,"Chia seeds, dry, raw",foundation_food,0.65,"top two name-search candidates ('Chia seeds, dry, raw' [selected], 'COLOSSAL SHRIMP RAW') are too textually similar to the source description (selected candidate similarity: 0.60; runner-up similarity: 0.51; best candidate similarity: 0.60, held by 'Chia seeds, dry, raw') to place confidently",,reject,,"Candidate (""Chia seeds, dry, raw"") shares no significant word with the source genus (""Colocynth"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010046:PHYTC-,"Colocynth, seed, roasted",PHYTC-,488.69599999999997,"Seeds, breadfruit seeds, roasted",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, breadfruit seeds, roasted' [selected], 'Shirako Co., Ltd. ROASTED SEAWEED') are too textually similar to the source description (selected candidate similarity: 0.54; runner-up similarity: 0.46; best candidate similarity: 0.54, held by 'Seeds, breadfruit seeds, roasted') to place confidently",,reject,,"Candidate (""Seeds, breadfruit seeds, roasted"") shares no significant word with the source genus (""Colocynth"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010047:PHYTCPPI,"Conophor nut, seed, dried",PHYTCPPI,1538.1270000000002,"Seeds, chia seeds, dried",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, chia seeds, dried' [selected], 'Seeds, breadnut tree seeds, dried') are too textually similar to the source description (selected candidate similarity: 0.57; runner-up similarity: 0.55; best candidate similarity: 0.57, held by 'Seeds, chia seeds, dried') to place confidently",,reject,,"Candidate (""Seeds, chia seeds, dried"") shares no significant word with the source genus (""Conophor nut"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010049:PHYTCPPD,"Cottonseed, seed flour, ISA BC4, dehulled, defatted",PHYTCPPD,4244.826,"Seeds, cottonseed flour, partially defatted (glandless)",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, cottonseed flour, partially defatted (glandless)' [selected], 'Soy flour, defatted') are too textually similar to the source description (selected candidate similarity: 0.58; runner-up similarity: 0.49; best candidate similarity: 0.58, held by 'Seeds, cottonseed flour, partially defatted (glandless)') to place confidently",,approve,"Seeds, cottonseed flour, partially defatted (glandless)",,category_estimate,Paul S,16/08/2026,Defatted vs partially-defatted is a minor caveat -- reasonable category estimate.
06010050:PHYTCPPD,"Cucumber, seed, dehulled, dried",PHYTCPPD,2329.4570000000003,"Seeds, chia seeds, dried",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, chia seeds, dried' [selected], 'CUCUMBER SALAD') are too textually similar to the source description (selected candidate similarity: 0.47; runner-up similarity: 0.49; best candidate similarity: 0.49, held by 'CUCUMBER SALAD') — note: the selected candidate is NOT the highest-similarity one; 'CUCUMBER SALAD' scored higher to place confidently",,reject,,"Candidate (""Seeds, chia seeds, dried"") shares no significant word with the source genus (""Cucumber"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010054:PHYTCPPI,"Fluted pumpkin, mature seed, raw",PHYTCPPI,24.25332,"Fish, sunfish, pumpkin seed, raw",sr_legacy_food,0.65,"top two name-search candidates ('Fish, sunfish, pumpkin seed, raw' [selected], 'Peas, mature seeds, sprouted, raw') are too textually similar to the source description (selected candidate similarity: 0.62; runner-up similarity: 0.58; best candidate similarity: 0.62, held by 'Fish, sunfish, pumpkin seed, raw') to place confidently",PLANT_TO_ANIMAL_SUSPECT,reject,,"candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score.",,Paul S,16/08/2026,"auto_flag=PLANT_TO_ANIMAL_SUSPECT. candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score."
06010055:PHYTCPPI,"Fluted pumpkin, young seed, raw",PHYTCPPI,0.10088000000000007,"Fish, sunfish, pumpkin seed, raw",sr_legacy_food,0.65,"top two name-search candidates ('Fish, sunfish, pumpkin seed, raw' [selected], 'RAW HULLED PUMPKIN SEEDS') are too textually similar to the source description (selected candidate similarity: 0.63; runner-up similarity: 0.58; best candidate similarity: 0.63, held by 'Fish, sunfish, pumpkin seed, raw') to place confidently",PLANT_TO_ANIMAL_SUSPECT,reject,,"candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score.",,Paul S,16/08/2026,"auto_flag=PLANT_TO_ANIMAL_SUSPECT. candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score."
06010057:PHYTCPP,"Garden cress, seed, raw",PHYTCPP,1037.0,"Cress, garden, raw",sr_legacy_food,0.65,"top two name-search candidates ('Cress, garden, raw' [selected], 'Grapes, red, seedless, raw') are too textually similar to the source description (selected candidate similarity: 0.63; runner-up similarity: 0.69; best candidate similarity: 0.69, held by 'Grapes, red, seedless, raw') — note: the selected candidate is NOT the highest-similarity one; 'Grapes, red, seedless, raw' scored higher to place confidently",,reject,,"Source is the SEED specifically; ""Cress, garden, raw"" conventionally refers to the leafy sprout/herb, not seeds -- wrong plant part.",,Paul S,16/08/2026,
06010059:PHYTCPP,"Gingelly seed, brown, raw",PHYTCPP,921.0,BFREE BROWN SEEDED ROLLS,branded_food,0.4,"top two name-search candidates ('BFREE BROWN SEEDED ROLLS' [selected], ""Raley's FLAX SEED MILLED BROWN"") are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.47; best candidate similarity: 0.47, held by ""Raley's FLAX SEED MILLED BROWN"") — note: the selected candidate is NOT the highest-similarity one; ""Raley's FLAX SEED MILLED BROWN"" scored higher to place confidently",,reject,,"Candidate (""BFREE BROWN SEEDED ROLLS"") shares no significant word with the source genus (""Gingelly seed"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010060:PHYTCPP,"Gingelly seed, white, raw",PHYTCPP,927.0,"Beans, white, mature seeds, raw",sr_legacy_food,0.65,"top two name-search candidates ('Beans, white, mature seeds, raw' [selected], 'Corn, sweet, white, raw') are too textually similar to the source description (selected candidate similarity: 0.50; runner-up similarity: 0.71; best candidate similarity: 0.71, held by 'Corn, sweet, white, raw') — note: the selected candidate is NOT the highest-similarity one; 'Corn, sweet, white, raw' scored higher to place confidently",,reject,,"Candidate (""Beans, white, mature seeds, raw"") shares no significant word with the source genus (""Gingelly seed"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010063:PHYT-,"Gourd, seed kernel, boiled, sun-dried",PHYT-,170.0,"Seeds, sunflower seed kernels, dried",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, sunflower seed kernels, dried' [selected], 'Seeds, safflower seed kernels, dried') are too textually similar to the source description (selected candidate similarity: 0.58; runner-up similarity: 0.58; best candidate similarity: 0.58, held by 'Seeds, sunflower seed kernels, dried') to place confidently",,reject,,"Candidate (""Seeds, sunflower seed kernels, dried"") shares no significant word with the source genus (""Gourd"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010064:PHYT-,"Gourd, seed kernel, dried",PHYT-,368.0,"Seeds, safflower seed kernels, dried",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, safflower seed kernels, dried' [selected], 'Seeds, sunflower seed kernels, dried') are too textually similar to the source description (selected candidate similarity: 0.69; runner-up similarity: 0.69; best candidate similarity: 0.69, held by 'Seeds, safflower seed kernels, dried') to place confidently",,reject,,"Candidate (""Seeds, safflower seed kernels, dried"") shares no significant word with the source genus (""Gourd"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010065:PHYT-,"Gourd, seed kernel, germinated, sun-dried",PHYT-,264.0,"Seeds, sunflower seed kernels, dried",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, sunflower seed kernels, dried' [selected], 'Seeds, watermelon seed kernels, dried') are too textually similar to the source description (selected candidate similarity: 0.55; runner-up similarity: 0.51; best candidate similarity: 0.55, held by 'Seeds, sunflower seed kernels, dried') to place confidently",,reject,,"Candidate (""Seeds, sunflower seed kernels, dried"") shares no significant word with the source genus (""Gourd"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010066:PHYT-,"Gourd, seed kernel, toasted",PHYT-,372.0,"Seeds, sunflower seed kernels, toasted, without salt",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, sunflower seed kernels, toasted, without salt' [selected], 'Seeds, sunflower seed kernels, toasted, with salt added') are too textually similar to the source description (selected candidate similarity: 0.58; runner-up similarity: 0.56; best candidate similarity: 0.58, held by 'Seeds, sunflower seed kernels, toasted, without salt') to place confidently",,reject,,"Candidate (""Seeds, sunflower seed kernels, toasted, without salt"") shares no significant word with the source genus (""Gourd"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010067:PHYT-,"Gourd, seed kernel, toasted",PHYT-,376.0,"Seeds, sunflower seed kernels, toasted, without salt",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, sunflower seed kernels, toasted, without salt' [selected], 'Seeds, sunflower seed kernels, toasted, with salt added') are too textually similar to the source description (selected candidate similarity: 0.58; runner-up similarity: 0.56; best candidate similarity: 0.58, held by 'Seeds, sunflower seed kernels, toasted, without salt') to place confidently",,reject,,"Candidate (""Seeds, sunflower seed kernels, toasted, without salt"") shares no significant word with the source genus (""Gourd"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010068:PHYTCPP,"Green/mexican palo verde, seed, raw",PHYTCPP,490.496,Border Foods Inc. GREEN VERDE MEXICAN COOKING SAUCE,branded_food,0.4,"top two name-search candidates ('Border Foods Inc. GREEN VERDE MEXICAN COOKING SAUCE' [selected], 'Block M Press MILD TRADITIONAL MEXICAN GREEN SALSA VERDE, MILD') are too textually similar to the source description (selected candidate similarity: 0.40; runner-up similarity: 0.45; best candidate similarity: 0.45, held by 'Block M Press MILD TRADITIONAL MEXICAN GREEN SALSA VERDE, MILD') — note: the selected candidate is NOT the highest-similarity one; 'Block M Press MILD TRADITIONAL MEXICAN GREEN SALSA VERDE, MILD' scored higher to place confidently",,reject,,"Raw tree seed (Parkinsonia/Cercidium, a desert legume) vs a cooking SAUCE product -- wrong category, coincidental ""green""/""mexican"" words.",,Paul S,16/08/2026,
06010069:PHYTCPP,"Ground nut, raw",PHYTCPP,582.0,"Emu, ground, raw",sr_legacy_food,0.65,"top two name-search candidates ('Emu, ground, raw' [selected], 'Pork, ground, raw') are too textually similar to the source description (selected candidate similarity: 0.71; runner-up similarity: 0.69; best candidate similarity: 0.71, held by 'Emu, ground, raw') to place confidently",,reject,,"Candidate (""Emu, ground, raw"") shares no significant word with the source genus (""Ground nut"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010070:PHYTCPPD,Groundnut flour,PHYTCPPD,1297.0,"Flour, coconut",foundation_food,0.65,"top two name-search candidates ('Flour, coconut' [selected], 'Flour, chestnut') are too textually similar to the source description (selected candidate similarity: 0.34; runner-up similarity: 0.33; best candidate similarity: 0.34, held by 'Flour, coconut') to place confidently",,reject,,"Candidate (""Flour, coconut"") shares no significant word with the source genus (""Groundnut flour"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010071:PHYTCPPD,"Groundnut, boiled with salt",PHYTCPPD,505.0,"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",sr_legacy_food,0.95,"top two name-search candidates ('Vegetables, mixed, frozen, cooked, boiled, drained, with salt' [selected], 'Vegetables, mixed, frozen, cooked, boiled, drained, without salt') are too textually similar to the source description (selected candidate similarity: 0.52; runner-up similarity: 0.51; best candidate similarity: 0.52, held by 'Vegetables, mixed, frozen, cooked, boiled, drained, with salt') to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
06010074:PHYTCPPI,"Groundnut, mature, raw",PHYTCPPI,860.0,"Turkey, Ground, raw",sr_legacy_food,0.65,"top two name-search candidates ('Turkey, Ground, raw' [selected], 'Emu, ground, raw') are too textually similar to the source description (selected candidate similarity: 0.54; runner-up similarity: 0.58; best candidate similarity: 0.58, held by 'Emu, ground, raw') — note: the selected candidate is NOT the highest-similarity one; 'Emu, ground, raw' scored higher to place confidently",PLANT_TO_ANIMAL_SUSPECT,reject,,"candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score.",,Paul S,16/08/2026,"auto_flag=PLANT_TO_ANIMAL_SUSPECT. candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score."
06010075:PHYTCPPI,"Guava, seed, dried",PHYTCPPI,251.575422,"Seeds, chia seeds, dried",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, chia seeds, dried' [selected], 'Seeds, lotus seeds, dried') are too textually similar to the source description (selected candidate similarity: 0.62; runner-up similarity: 0.60; best candidate similarity: 0.62, held by 'Seeds, chia seeds, dried') to place confidently",,reject,,"Candidate (""Seeds, chia seeds, dried"") shares no significant word with the source genus (""Guava"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010076:PHYTCPPI,"Guava, seed, dried, roasted",PHYTCPPI,123.84048600000001,DRY ROASTED SALTED PUMPKIN SEEDS,branded_food,0.4,"top two name-search candidates ('DRY ROASTED SALTED PUMPKIN SEEDS' [selected], 'G-2 Inc. ROASTED SEAWEED') are too textually similar to the source description (selected candidate similarity: 0.34; runner-up similarity: 0.43; best candidate similarity: 0.43, held by 'G-2 Inc. ROASTED SEAWEED') — note: the selected candidate is NOT the highest-similarity one; 'G-2 Inc. ROASTED SEAWEED' scored higher to place confidently",,reject,,"Candidate (""DRY ROASTED SALTED PUMPKIN SEEDS"") shares no significant word with the source genus (""Guava"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
06010077:PHYTCPPI,"Guava, seed, dried, roasted",PHYTCPPI,117.09272000000001,DRY ROASTED SALTED PUMPKIN SEEDS,branded_food,0.4,"top two name-search candidates ('DRY ROASTED SALTED PUMPKIN SEEDS' [selected], 'G-2 Inc. ROASTED SEAWEED') are too textually similar to the source description (selected candidate similarity: 0.34; runner-up similarity: 0.43; best candidate similarity: 0.43, held by 'G-2 Inc. ROASTED SEAWEED') — note: the selected candidate is NOT the highest-similarity one; 'G-2 Inc. ROASTED SEAWEED' scored higher to place confidently",,reject,,"Candidate (""DRY ROASTED SALTED PUMPKIN SEEDS"") shares no significant word with the source genus (""Guava"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
