row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,selected_score,unselected_alternative_score,score_gap,suggested_action,generic_candidates_found,generic_candidates_sample,all_candidates_for_genus_count,all_candidates_for_genus_sample,quick_hint,review_verdict,approved_fdc_food,match_scope,rejection_reason,review_notes
01050107:PHYTCA,"Foxtail millet, SIA-3126, dehulled",PHYTCA,994.4,GREAT HARVEST HULLED MILLET,branded_food,fuzzy,"top two name-search candidates ('GREAT HARVEST HULLED MILLET', 'Millet flour') are too textually similar to the source description (0.33 vs 0.35 similarity) to place confidently",0.33,0.35,0.02,OPEN — needs review,0,,0,,,replace,Millet flour,category_estimate,,"Foxtail millet is a different species from pearl millet - FDC doesn't distinguish millet species, dataset-wide limitation."
01050124:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed, 30 days storage",PHYTCPPI,286.03265999999996,Millet flour,sr_legacy_food,fuzzy,"top two name-search candidates ('Millet flour', 'NAMASTE MILLET FLOUR') are too textually similar to the source description (0.34 vs 0.36 similarity) to place confidently",0.34,0.36,0.02,OPEN — needs review,0,,0,,,replace,Millet flour,category_estimate,,
01050125:PHYTCPPI,"Pearl millet flour, Ashana, dehulled seed, 60 days storage",PHYTCPPI,286.60941499999996,Millet flour,sr_legacy_food,fuzzy,"top two name-search candidates ('Millet flour', 'NAMASTE MILLET FLOUR') are too textually similar to the source description (0.34 vs 0.36 similarity) to place confidently",0.34,0.36,0.02,OPEN — needs review,0,,0,,,replace,Millet flour,category_estimate,,
01060006:PHYTCPPI,"Amaranth, Oscar Blanco, grain, raw",PHYTCPPI,350.0,"Amaranth grain, uncooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Amaranth grain, uncooked', 'Amaranth grain, cooked') are too textually similar to the source description (0.55 vs 0.57 similarity) to place confidently",0.55,0.57,0.02,OPEN — needs review,6,"Amaranth grain, cooked (sr_legacy_food) | Amaranth grain, uncooked (sr_legacy_food) | Amaranth leaves, cooked, boiled, drained, with salt (sr_legacy_food) | Amaranth leaves, cooked, boiled, drained, without salt (sr_legacy_food) | Amaranth leaves, raw (sr_legacy_food)",30,"ALEGRIAS DE AMARANTO ALEGRIAS DE AMARANTO, NATURAL AMARANTH SEED CANDY | Amaranth grain, cooked | Amaranth grain, uncooked | Amaranth leaves, cooked, boiled, drained, with salt | Amaranth leaves, cooked, boiled, drained, without salt | Amaranth leaves, raw | B&G Foods North America, Inc. BAR, POMEGRANATE MULBERRY AMARANTH | B&G Foods North America, Inc. BAR, POMEGRANATE MULBERRY AMARANTH",genus word appears in rationale text — worth checking the unselected alternative directly,approve,,,,Selected already correct.
01060142:IP4,"Muesli, ""Ahaa"" containing 30% fruit",IP4,50.0,TRUE ELEMENTS MUESLI FRUIT & NUTS,branded_food,fuzzy,"top two name-search candidates ('TRUE ELEMENTS MUESLI FRUIT & NUTS', 'Mountain Man Nut & Fruit Co. CHILI MANGO, CHILI') are too textually similar to the source description (0.35 vs 0.37 similarity) to place confidently",0.35,0.37,0.02,OPEN — needs review,0,,30,"8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | 8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | ALPEN MUESLI CEREAL | ALPEN MUESLI CEREAL, DARK CHOCOLATE | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, ORIGINAL | ALPEN NO SUGAR ADDED MUESLI CEREAL",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,"Branded muesli, no generic entry.",
01060142:IP5,"Muesli, ""Ahaa"" containing 30% fruit",IP5,98.6,TRUE ELEMENTS MUESLI FRUIT & NUTS,branded_food,fuzzy,"top two name-search candidates ('TRUE ELEMENTS MUESLI FRUIT & NUTS', 'Mountain Man Nut & Fruit Co. CHILI MANGO, CHILI') are too textually similar to the source description (0.35 vs 0.37 similarity) to place confidently",0.35,0.37,0.02,OPEN — needs review,0,,30,"8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | 8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | ALPEN MUESLI CEREAL | ALPEN MUESLI CEREAL, DARK CHOCOLATE | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, ORIGINAL | ALPEN NO SUGAR ADDED MUESLI CEREAL",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,"Branded muesli, no generic entry.",
01060142:IP6,"Muesli, ""Ahaa"" containing 30% fruit",IP6,587.4,TRUE ELEMENTS MUESLI FRUIT & NUTS,branded_food,fuzzy,"top two name-search candidates ('TRUE ELEMENTS MUESLI FRUIT & NUTS', 'Mountain Man Nut & Fruit Co. CHILI MANGO, CHILI') are too textually similar to the source description (0.35 vs 0.37 similarity) to place confidently",0.35,0.37,0.02,OPEN — needs review,0,,30,"8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | 8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | ALPEN MUESLI CEREAL | ALPEN MUESLI CEREAL, DARK CHOCOLATE | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, ORIGINAL | ALPEN NO SUGAR ADDED MUESLI CEREAL",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,"Branded muesli, no generic entry.",
01060158:IP5,"Muesli, swiss type, ""Kevyt ja hyva""",IP5,92.8,"FAMILIA FAMILIA, SWISS MUESLI",branded_food,fuzzy,"top two name-search candidates ('FAMILIA FAMILIA, SWISS MUESLI', 'FAMILIA SWISS MUESLI') are too textually similar to the source description (0.38 vs 0.40 similarity) to place confidently",0.38,0.4,0.02,OPEN — needs review,0,,30,"8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | 8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | ALPEN MUESLI CEREAL | ALPEN MUESLI CEREAL, DARK CHOCOLATE | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, ORIGINAL | ALPEN NO SUGAR ADDED MUESLI CEREAL",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,"Branded muesli, no generic entry.",
01060158:IP6,"Muesli, swiss type, ""Kevyt ja hyva""",IP6,745.8000000000001,"FAMILIA FAMILIA, SWISS MUESLI",branded_food,fuzzy,"top two name-search candidates ('FAMILIA FAMILIA, SWISS MUESLI', 'FAMILIA SWISS MUESLI') are too textually similar to the source description (0.38 vs 0.40 similarity) to place confidently",0.38,0.4,0.02,OPEN — needs review,0,,30,"8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | 8th Avenue Food & Provisions, Inc. LOW FAT MUESLI, FRUIT & NUT | ALPEN MUESLI CEREAL | ALPEN MUESLI CEREAL, DARK CHOCOLATE | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, 14 OZ | ALPEN MUESLI, ORIGINAL | ALPEN NO SUGAR ADDED MUESLI CEREAL",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,"Branded muesli, no generic entry.",
01060184:PHYTCPPD,"Oat bran, treated with HCl (3%) solution",PHYTCPPD,2179.0,"Turkey, whole, meat only, with added solution, roasted",sr_legacy_food,fuzzy,"top two name-search candidates ('Turkey, whole, meat only, with added solution, roasted', 'Turkey, whole, meat only, with added solution, raw') are too textually similar to the source description (0.45 vs 0.47 similarity) to place confidently",0.45,0.47,0.02,OPEN — needs review,14,"Bagels, oat bran (sr_legacy_food) | Bread, oat bran (sr_legacy_food) | Bread, oat bran, toasted (sr_legacy_food) | Bread, reduced-calorie, oat bran (sr_legacy_food) | Bread, reduced-calorie, oat bran, toasted (sr_legacy_food)",30,"ASPEN MILLS LIGHT OAT BRAN | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD",,replace,"Oat bran, raw",category_estimate,,Turkey candidates are pure 'solution' word collision.
01060185:PHYTCPPD,"Oat bran, treated with HCl (4%) solution",PHYTCPPD,2092.0,"Turkey, whole, meat only, with added solution, roasted",sr_legacy_food,fuzzy,"top two name-search candidates ('Turkey, whole, meat only, with added solution, roasted', 'Turkey, whole, meat only, with added solution, raw') are too textually similar to the source description (0.45 vs 0.47 similarity) to place confidently",0.45,0.47,0.02,OPEN — needs review,14,"Bagels, oat bran (sr_legacy_food) | Bread, oat bran (sr_legacy_food) | Bread, oat bran, toasted (sr_legacy_food) | Bread, reduced-calorie, oat bran (sr_legacy_food) | Bread, reduced-calorie, oat bran, toasted (sr_legacy_food)",30,"ASPEN MILLS LIGHT OAT BRAN | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD",,replace,"Oat bran, raw",category_estimate,,Turkey candidates are pure 'solution' word collision.
01060186:PHYTCPPD,"Oat bran, treated with HCl (5%) solution",PHYTCPPD,2015.0,"Turkey, whole, meat only, with added solution, roasted",sr_legacy_food,fuzzy,"top two name-search candidates ('Turkey, whole, meat only, with added solution, roasted', 'Turkey, whole, meat only, with added solution, raw') are too textually similar to the source description (0.45 vs 0.47 similarity) to place confidently",0.45,0.47,0.02,OPEN — needs review,14,"Bagels, oat bran (sr_legacy_food) | Bread, oat bran (sr_legacy_food) | Bread, oat bran, toasted (sr_legacy_food) | Bread, reduced-calorie, oat bran (sr_legacy_food) | Bread, reduced-calorie, oat bran, toasted (sr_legacy_food)",30,"ASPEN MILLS LIGHT OAT BRAN | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. KLASSIC WHEAT WITH OAT BRAN BUNS | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD | Alpha Baking Co., Inc. OAT BRAN BREAD",,replace,"Oat bran, raw",category_estimate,,Turkey candidates are pure 'solution' word collision.
01060231:IP5_A_IP6,"Teff, red, whole grain, raw",IP5_A_IP6,675.0,BOB'S RED MILL WHOLE GRAIN MILLET,branded_food,fuzzy,"top two name-search candidates (""BOB'S RED MILL WHOLE GRAIN MILLET"", 'Sorghum, whole grain, white, dry, raw') are too textually similar to the source description (0.57 vs 0.59 similarity) to place confidently",0.57,0.59,0.02,OPEN — needs review,2,"Teff, cooked (sr_legacy_food) | Teff, uncooked (sr_legacy_food)",30,"Agritalia S.R.L. GLUTEN FREE PASTA WITH ETHIOPIAN TEFF, TEFF PENNE | Agritalia S.R.L. GLUTEN FREE PASTA WITH ETHIOPIAN TEFF, TEFF PENNE | Agritalia S.R.L. GLUTEN FREE PASTA WITH ETHIOPIAN TEFF, TEFF PENNE | Agritalia S.R.L. GLUTEN FREE PASTA, TEFF PENNE | Agritalia S.R.L. PASTA, TEFF PENNE | BFREE QUINOA & CHIA SEED WRAPS WITH TEFF SEEDS & FLAXSEEDS | Blue Nile Living LLC TEFF CHIPS | Blue Nile Living LLC TEFF CHIPS",,replace,"Teff, uncooked",category_estimate,,Real correct candidate was sitting unselected; branded millet was picked instead. Color lost.
02020030:PP-,"Cocoyam, white, raw, peeled",PP-,2.2765,"Cucumber, peeled, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cucumber, peeled, raw', 'Corn, sweet, white, raw') are too textually similar to the source description (0.54 vs 0.56 similarity) to place confidently",0.54,0.56,0.02,OPEN — needs review,0,,5,"COCOYAM FUFU FLOUR | Golden Tropics, Ltd. GOLDEN TROPICS, COCOYAM FUFU FLOUR | Golden Tropics, Ltd. GOLDEN TROPICS, COCOYAM FUFU FLOUR | Golden Tropics, Ltd. GOLDEN TROPICS, COCOYAM FUFU FLOUR | Golden Tropics, Ltd. GOLDEN TROPICS, COCOYAM FUFU FLOUR",,reject,,,,
02050013:IP5_A_IP6,"False banana root, pulp, fresh, raw",IP5_A_IP6,7.0,"Pork, fresh, backfat, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pork, fresh, backfat, raw', 'Pork, fresh, belly, raw') are too textually similar to the source description (0.43 vs 0.45 similarity) to place confidently",0.43,0.45,0.02,OPEN — needs review,0,,0,,,reject,,,"Enset, unrepresented.",
03010008:PHYTC-,"African locust bean, Obanliku, mature seeds, boiled, de-hulled, fermented, dried",PHYTC-,43.530387,"Beans, french, mature seeds, cooked, boiled, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Beans, french, mature seeds, cooked, boiled, with salt', 'Hyacinth beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.51 vs 0.53 similarity) to place confidently",0.51,0.53,0.02,OPEN — needs review,0,,0,,,reject,,,Consistent with the Obudu-variant reject.,
03010055:PHYTCPPD,"Bean, pinto and red, cooked, drained",PHYTCPPD,349.6692,"Beans, pinto, canned, sodium added, drained and rinsed",foundation_food,fuzzy,"top two name-search candidates ('Beans, pinto, canned, sodium added, drained and rinsed', 'Beans, pinto, canned, drained solids') are too textually similar to the source description (0.67 vs 0.69 similarity) to place confidently",0.67,0.69,0.02,OPEN — needs review,20,"Babyfood, green beans and turkey, strained (sr_legacy_food) | Babyfood, green beans, dices, toddler (sr_legacy_food) | Babyfood, vegetable, green beans and potatoes (sr_legacy_food) | Babyfood, vegetables, green beans, junior (sr_legacy_food) | Babyfood, vegetables, green beans, strained (sr_legacy_food)",30,"""SLAP YA MAMA"" CAJUN RED BEANS & RICE | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC BLACK BEANS | (S.M.G.) Shoals Music Group ORGANIC CORN & BLACK BEAN MILD SALSA, CORN & BLACK",genus word appears in rationale text — worth checking the unselected alternative directly,approve,,,,"'Pinto and red' likely describes cultivar's mottled coloring, not two beans mixed."
03010095:PHYTCPPI,"Bengal gram, brown, whole grain, immature, boiled",PHYTCPPI,40.308,BOIL-IN-BAG WHOLE GRAIN BROWN RICE,branded_food,fuzzy,"top two name-search candidates ('BOIL-IN-BAG WHOLE GRAIN BROWN RICE', ""Uncle Ben's Inc. BOIL-IN-BAG WHOLE GRAIN BROWN RICE"") are too textually similar to the source description (0.48 vs 0.50 similarity) to place confidently",0.48,0.5,0.02,OPEN — needs review,9,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed (foundation_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium (sr_legacy_food)",14,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium | Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt | Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt | Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",,replace,"Chickpeas, (garbanzo beans, bengal gram), dry",category_estimate,,
03010173:IP3,"Chickpea, var. Castellano, seed, water-soaked, drained, cooked, dehydrated",IP3,17.0,WILDLY ORGANIC SOAKED & DEHYDRATED CASHEWS,branded_food,fuzzy,"top two name-search candidates ('WILDLY ORGANIC SOAKED & DEHYDRATED CASHEWS', 'Water convolvulus, cooked, boiled, drained, with salt') are too textually similar to the source description (0.36 vs 0.38 similarity) to place confidently",0.36,0.38,0.02,OPEN — needs review,10,"Chickpea flour (besan) (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed (foundation_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids (sr_legacy_food)",30,"13 FOODS CHICKPEAS | 13 Foods LLC CHICKPEAS | 13 Foods LLC CHICKPEAS | 34 DEGREES EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 DEGREES UMAMI BAKED CHICKPEA THINS, UMAMI | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING",,replace,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",category_estimate,,
03010173:IP4,"Chickpea, var. Castellano, seed, water-soaked, drained, cooked, dehydrated",IP4,61.0,WILDLY ORGANIC SOAKED & DEHYDRATED CASHEWS,branded_food,fuzzy,"top two name-search candidates ('WILDLY ORGANIC SOAKED & DEHYDRATED CASHEWS', 'Water convolvulus, cooked, boiled, drained, with salt') are too textually similar to the source description (0.36 vs 0.38 similarity) to place confidently",0.36,0.38,0.02,OPEN — needs review,10,"Chickpea flour (besan) (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed (foundation_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids (sr_legacy_food)",30,"13 FOODS CHICKPEAS | 13 Foods LLC CHICKPEAS | 13 Foods LLC CHICKPEAS | 34 DEGREES EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 DEGREES UMAMI BAKED CHICKPEA THINS, UMAMI | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING",,replace,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",category_estimate,,
03010173:IP5,"Chickpea, var. Castellano, seed, water-soaked, drained, cooked, dehydrated",IP5,253.0,WILDLY ORGANIC SOAKED & DEHYDRATED CASHEWS,branded_food,fuzzy,"top two name-search candidates ('WILDLY ORGANIC SOAKED & DEHYDRATED CASHEWS', 'Water convolvulus, cooked, boiled, drained, with salt') are too textually similar to the source description (0.36 vs 0.38 similarity) to place confidently",0.36,0.38,0.02,OPEN — needs review,10,"Chickpea flour (besan) (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed (foundation_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids (sr_legacy_food)",30,"13 FOODS CHICKPEAS | 13 Foods LLC CHICKPEAS | 13 Foods LLC CHICKPEAS | 34 DEGREES EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 DEGREES UMAMI BAKED CHICKPEA THINS, UMAMI | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING",,replace,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",category_estimate,,
03010173:IP6,"Chickpea, var. Castellano, seed, water-soaked, drained, cooked, dehydrated",IP6,625.0,WILDLY ORGANIC SOAKED & DEHYDRATED CASHEWS,branded_food,fuzzy,"top two name-search candidates ('WILDLY ORGANIC SOAKED & DEHYDRATED CASHEWS', 'Water convolvulus, cooked, boiled, drained, with salt') are too textually similar to the source description (0.36 vs 0.38 similarity) to place confidently",0.36,0.38,0.02,OPEN — needs review,10,"Chickpea flour (besan) (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed (foundation_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids (sr_legacy_food)",30,"13 FOODS CHICKPEAS | 13 Foods LLC CHICKPEAS | 13 Foods LLC CHICKPEAS | 34 DEGREES EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 DEGREES UMAMI BAKED CHICKPEA THINS, UMAMI | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING",,replace,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",category_estimate,,
03010202:IP3,"Common bean, BRS Radiante, seed, water-soaked, pressure-cooked, oven-dried with cooking water",IP3,6.8011019999999975,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Mung beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.51 vs 0.53 similarity) to place confidently",0.51,0.53,0.02,OPEN — needs review,0,,0,,,reject,,,Wrong species (winged bean) match.,
03010202:IP4,"Common bean, BRS Radiante, seed, water-soaked, pressure-cooked, oven-dried with cooking water",IP4,69.01345,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Mung beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.51 vs 0.53 similarity) to place confidently",0.51,0.53,0.02,OPEN — needs review,0,,0,,,reject,,,Wrong species (winged bean) match.,
03010202:IP5,"Common bean, BRS Radiante, seed, water-soaked, pressure-cooked, oven-dried with cooking water",IP5,282.654416,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Mung beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.51 vs 0.53 similarity) to place confidently",0.51,0.53,0.02,OPEN — needs review,0,,0,,,reject,,,Wrong species (winged bean) match.,
03010202:IP6,"Common bean, BRS Radiante, seed, water-soaked, pressure-cooked, oven-dried with cooking water",IP6,815.808378,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt', 'Mung beans, mature seeds, cooked, boiled, with salt') are too textually similar to the source description (0.51 vs 0.53 similarity) to place confidently",0.51,0.53,0.02,OPEN — needs review,0,,0,,,reject,,,Wrong species (winged bean) match.,
03010286:PHYTCPPI,"Cowpea, 24h fermented",PHYTCPPI,350.61,FERMENTED SEAWEED SALAD,branded_food,fuzzy,"top two name-search candidates ('FERMENTED SEAWEED SALAD', 'Mya Foods Corp. FERMENTED TEA LEAF SALAD') are too textually similar to the source description (0.41 vs 0.43 similarity) to place confidently",0.41,0.43,0.02,OPEN — needs review,20,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, unprepared (sr_legacy_food)",20,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt | Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt | Cowpeas (blackeyes), immature seeds, frozen, unprepared | Cowpeas (blackeyes), immature seeds, raw | Cowpeas, catjang, mature seeds, cooked, boiled, with salt | Cowpeas, catjang, mature seeds, cooked, boiled, without salt",,reject,,,Fermentation duration unrepresented; seaweed candidates are pure 'fermented' collision.,
03010286:PPI,"Cowpea, 24h fermented",PPI,98.89000000000001,FERMENTED SEAWEED SALAD,branded_food,fuzzy,"top two name-search candidates ('FERMENTED SEAWEED SALAD', 'Mya Foods Corp. FERMENTED TEA LEAF SALAD') are too textually similar to the source description (0.41 vs 0.43 similarity) to place confidently",0.41,0.43,0.02,OPEN — needs review,20,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, unprepared (sr_legacy_food)",20,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt | Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt | Cowpeas (blackeyes), immature seeds, frozen, unprepared | Cowpeas (blackeyes), immature seeds, raw | Cowpeas, catjang, mature seeds, cooked, boiled, with salt | Cowpeas, catjang, mature seeds, cooked, boiled, without salt",,reject,,,Fermentation duration unrepresented; seaweed candidates are pure 'fermented' collision.,
